event_type,src_ip_type,dst_port,protocol,alert_severity,alert_signature,failed_attempts,session_duration,bytes_sent,is_cloud_asset,label
auth,internal,3306,tcp,medium,normal,2,89,2901,1,0
auth,internal,8080,udp,low,normal,0,57,2369,1,0
cloud,internal,80,tcp,medium,normal,3,292,443,0,0
firewall,internal,3306,udp,medium,normal,1,17,784,0,0
ids,external,3389,tcp,low,normal,1,137,847,0,0
ids,internal,21,udp,low,normal,1,280,3898,0,0
firewall,internal,3389,tcp,medium,bruteforce,35,173,15036,1,1
firewall,internal,53,udp,medium,bruteforce,11,192,1432,0,1
firewall,external,3389,udp,low,normal,0,459,1435,0,0
ids,internal,3389,udp,low,normal,4,112,1607,0,0
auth,internal,25,tcp,medium,normal,1,160,718,0,0
ids,internal,25,tcp,low,normal,2,80,2262,0,0
ids,external,5432,tcp,low,normal,5,48,10408,0,0
firewall,external,5432,tcp,high,bruteforce,18,269,1561,1,1
ids,internal,443,tcp,low,normal,3,26,21476,0,0
firewall,external,21,tcp,medium,normal,4,515,417,0,1
firewall,internal,8080,tcp,medium,bruteforce,38,372,9029,0,1
firewall,internal,8080,tcp,low,normal,2,74,12603,0,0
firewall,internal,53,tcp,high,normal,5,1057,2414,0,1
ids,internal,21,tcp,high,normal,2,7,4537,0,1
ids,external,3306,tcp,low,normal,1,151,21143,1,0
cloud,external,3306,tcp,medium,normal,4,104,5694,1,0
firewall,internal,21,tcp,high,normal,1,252,11027,0,1
firewall,internal,5432,tcp,high,bruteforce,36,456,1199,0,1
ids,internal,53,tcp,medium,normal,1,149,404,0,0
firewall,internal,22,udp,high,normal,2,68,5980,0,1
firewall,external,443,tcp,low,normal,5,553,22066,0,1
firewall,external,22,tcp,medium,normal,2,447,3949,0,1
auth,external,3389,tcp,medium,normal,3,598,2816,0,0
ids,internal,3306,tcp,low,normal,2,250,456,0,0
ids,external,53,udp,medium,port_scan,6,251,2427,1,1
cloud,internal,21,tcp,low,normal,0,861,8640,1,0
cloud,external,8080,tcp,high,normal,4,276,133,0,1
ids,internal,25,tcp,low,normal,2,18,805,0,0
firewall,internal,80,tcp,medium,normal,1,204,1033,0,0
ids,internal,53,udp,low,normal,1,3,10580,0,0
ids,internal,443,tcp,medium,malware,3,203,2172,0,1
firewall,external,3389,udp,high,malware,2,71,2100,0,1
ids,external,3306,udp,low,normal,1,370,4111,0,0
auth,external,5432,udp,medium,normal,1,252,167,0,0
firewall,internal,80,tcp,low,normal,1,17,1112,1,0
ids,internal,21,tcp,low,normal,1,6,908,1,0
ids,external,53,udp,low,normal,2,85,2926,1,1
cloud,external,21,udp,low,normal,1,54,514,1,1
ids,internal,22,tcp,medium,normal,2,134,2939,0,0
auth,external,21,tcp,low,normal,1,268,1677,0,1
firewall,external,3389,tcp,medium,normal,4,267,5009,1,0
firewall,external,53,tcp,high,port_scan,4,73,4495,0,1
firewall,internal,53,tcp,high,normal,3,320,836,1,1
ids,external,80,udp,low,normal,3,754,551,0,1
ids,internal,25,tcp,high,normal,2,454,3495,1,1
ids,external,53,tcp,high,bruteforce,11,239,1954,0,1
firewall,internal,5432,udp,medium,normal,3,379,6789,0,0
auth,external,25,tcp,low,normal,2,370,572,1,1
ids,external,53,tcp,high,port_scan,5,62,503,0,1
ids,internal,5432,tcp,low,normal,1,248,5514,0,0
firewall,external,8080,tcp,low,normal,2,475,3953,1,0
auth,internal,25,tcp,high,bruteforce,24,352,7052,0,1
cloud,internal,3306,tcp,low,normal,0,125,1958,1,0
firewall,internal,3306,tcp,high,normal,2,64,3834,1,1
firewall,internal,3389,tcp,medium,normal,1,40,1011,1,0
firewall,external,22,udp,low,normal,5,12,14728,1,1
cloud,internal,5432,udp,low,normal,2,51,13943,0,0
cloud,external,25,tcp,medium,normal,1,278,462,1,1
firewall,internal,8080,tcp,medium,malware,3,226,9174,0,1
ids,external,443,tcp,low,normal,1,354,3443,0,1
ids,internal,3306,tcp,low,normal,5,184,550,1,0
firewall,internal,5432,tcp,high,malware,3,68,6159,1,1
auth,external,3306,udp,high,normal,3,546,987,0,1
firewall,internal,22,udp,medium,bruteforce,22,852,1908,1,1
ids,external,443,tcp,medium,normal,3,134,1520,0,1
auth,internal,25,tcp,low,normal,0,390,3016,1,0
cloud,internal,80,tcp,high,bruteforce,27,362,746,0,1
ids,external,22,udp,medium,normal,2,226,1508,0,1
auth,external,3389,tcp,low,normal,3,1282,12410,1,0
firewall,internal,443,udp,high,normal,0,581,934,0,1
cloud,external,5432,tcp,medium,bruteforce,15,109,2720,0,1
cloud,internal,80,tcp,low,normal,2,96,3905,0,0
firewall,internal,21,tcp,medium,normal,1,1,4599,1,0
auth,internal,8080,tcp,high,malware,4,356,8772,0,1
cloud,external,80,tcp,low,normal,1,1399,4957,1,1
firewall,internal,21,tcp,low,normal,0,473,4962,0,0
firewall,internal,53,tcp,low,normal,0,254,4568,0,0
auth,external,5432,tcp,medium,normal,2,184,6527,0,0
ids,internal,8080,tcp,high,normal,8,180,1465,1,1
firewall,internal,8080,tcp,medium,bruteforce,24,12,6137,0,1
cloud,internal,80,tcp,medium,port_scan,1,70,6485,1,1
auth,internal,80,tcp,medium,port_scan,1,286,2283,1,1
firewall,internal,8080,tcp,low,normal,2,26,3815,0,0
ids,internal,5432,tcp,low,normal,4,128,14780,0,0
firewall,internal,21,tcp,high,port_scan,2,337,3319,1,1
ids,internal,21,udp,high,normal,3,147,830,0,1
ids,external,443,tcp,medium,bruteforce,18,180,1335,0,1
auth,external,25,tcp,low,normal,0,101,3094,0,1
ids,external,80,tcp,low,normal,2,345,1547,1,1
firewall,internal,53,tcp,low,normal,2,462,20756,0,0
firewall,internal,8080,tcp,medium,normal,2,352,7877,1,0
cloud,external,3389,tcp,high,normal,3,1456,3883,0,1
firewall,external,3389,tcp,low,normal,2,92,4518,0,0
ids,internal,22,tcp,low,normal,3,1242,1195,0,0
ids,internal,443,tcp,high,normal,1,241,2713,0,1
firewall,external,21,tcp,low,normal,3,163,2963,1,1
firewall,internal,8080,tcp,medium,normal,1,249,204,0,0
firewall,internal,443,tcp,high,bruteforce,16,1337,781,0,1
firewall,internal,3306,tcp,medium,normal,4,106,3192,0,0
ids,external,5432,udp,medium,normal,3,434,3770,0,0
firewall,external,22,tcp,high,normal,1,54,6950,0,1
firewall,external,8080,tcp,low,normal,4,380,8124,0,0
ids,external,21,udp,low,normal,1,404,8703,0,1
ids,internal,22,tcp,medium,port_scan,1,44,1181,0,1
ids,external,25,tcp,high,bruteforce,22,207,15,0,1
ids,internal,3389,udp,high,normal,1,30,1277,1,1
auth,internal,22,tcp,high,bruteforce,34,365,2594,1,1
ids,external,5432,tcp,low,normal,2,80,1210,0,0
ids,internal,3306,tcp,low,normal,1,156,4852,0,0
ids,internal,443,tcp,high,normal,2,41,3000,0,1
cloud,external,3389,udp,medium,normal,1,138,4339,0,0
cloud,external,3306,udp,high,normal,3,32,497,1,1
ids,internal,21,tcp,high,port_scan,1,115,12303,0,1
firewall,internal,22,tcp,high,normal,1,557,9275,0,1
ids,internal,8080,tcp,medium,normal,2,223,7564,1,0
firewall,external,3389,tcp,low,normal,3,82,12961,0,0
ids,internal,23,tcp,high,port_scan,2,778,801,0,1
auth,external,22,udp,high,malware,2,614,52062,0,1
firewall,internal,5432,tcp,medium,normal,5,90,1093,0,0
cloud,internal,22,udp,low,normal,1,29,2113,1,0
ids,internal,53,tcp,low,normal,0,442,7221,0,0
cloud,internal,80,tcp,medium,normal,2,918,1335,0,0
auth,external,3389,udp,low,normal,0,846,151,0,0
ids,external,8080,tcp,medium,normal,1,379,7375,0,0
firewall,internal,53,tcp,high,port_scan,2,423,2716,0,1
ids,internal,3306,tcp,low,normal,1,287,600,1,0
ids,external,3389,tcp,medium,normal,2,67,9856,0,0
ids,internal,443,udp,low,normal,1,449,1081,0,0
firewall,external,8080,tcp,medium,normal,5,636,2954,0,0
firewall,internal,21,tcp,low,normal,0,370,3148,1,0
cloud,internal,22,tcp,high,port_scan,1,1543,456,0,1
ids,internal,21,udp,high,port_scan,2,3,1120,0,1
cloud,internal,3306,tcp,medium,normal,4,234,9850,0,0
ids,internal,3389,tcp,low,normal,3,172,10336,0,0
auth,external,23,tcp,medium,port_scan,0,85,10300,0,1
firewall,internal,22,udp,medium,port_scan,2,126,13391,0,1
ids,internal,80,tcp,low,normal,4,572,6847,0,0
cloud,internal,22,tcp,medium,port_scan,0,30,6003,1,1
firewall,external,3389,tcp,medium,bruteforce,25,253,305,1,1
auth,external,443,tcp,low,normal,0,228,7381,1,1
firewall,external,5432,tcp,medium,malware,2,239,29136,0,1
firewall,internal,443,tcp,high,normal,2,83,938,0,1
firewall,external,8080,tcp,high,normal,1,88,741,0,1
auth,external,22,tcp,medium,port_scan,3,231,1968,1,1
ids,internal,21,tcp,high,malware,0,904,13101,0,1
auth,internal,25,tcp,low,normal,5,381,252,1,0
cloud,external,5432,tcp,medium,bruteforce,24,22,5716,0,1
ids,internal,53,tcp,low,normal,1,1089,1955,0,0
ids,internal,80,udp,medium,normal,4,57,5095,0,0
auth,internal,21,tcp,low,normal,0,52,9382,0,0
firewall,internal,23,tcp,medium,port_scan,1,15,3277,0,1
firewall,internal,80,tcp,low,normal,3,378,29508,1,0
ids,external,3389,tcp,low,normal,2,337,9997,0,0
firewall,external,3306,tcp,low,normal,1,132,7862,0,0
ids,internal,3389,tcp,medium,normal,0,1268,6227,0,0
firewall,internal,22,tcp,high,port_scan,1,537,4912,0,1
auth,external,80,tcp,medium,port_scan,3,146,3517,0,1
ids,external,8080,tcp,medium,bruteforce,18,275,2480,0,1
firewall,internal,3306,tcp,low,normal,2,242,837,1,0
cloud,external,80,tcp,low,normal,4,115,1360,0,1
auth,external,443,tcp,medium,normal,1,861,6030,0,1
cloud,internal,23,tcp,high,port_scan,2,401,16299,0,1
firewall,internal,5432,udp,low,normal,6,420,1396,1,0
auth,internal,443,udp,low,normal,1,808,3117,0,0
ids,external,25,udp,medium,bruteforce,32,88,4395,1,1
ids,internal,53,tcp,high,bruteforce,37,137,4366,0,1
ids,internal,3306,udp,high,normal,3,278,1822,0,1
firewall,internal,443,tcp,low,normal,3,107,4497,0,0
cloud,external,80,tcp,low,normal,4,393,1519,0,1
firewall,internal,3306,tcp,low,normal,4,144,10123,0,0
auth,external,8080,tcp,high,malware,0,8,11592,0,1
auth,external,3306,tcp,medium,bruteforce,37,613,3888,0,1
firewall,external,3306,tcp,medium,normal,2,248,3586,0,0
firewall,external,53,tcp,low,normal,0,305,3940,0,1
firewall,internal,8080,tcp,medium,malware,2,485,5949,0,1
firewall,external,5432,udp,low,normal,2,284,8369,1,0
ids,external,3306,tcp,medium,bruteforce,12,69,2157,1,1
cloud,external,80,tcp,low,normal,1,8,21912,1,1
ids,external,53,tcp,low,normal,1,130,7631,1,1
ids,external,5432,tcp,medium,normal,1,226,611,0,0
cloud,internal,22,tcp,medium,bruteforce,31,45,4350,0,1
firewall,internal,25,tcp,low,normal,4,169,725,0,0
auth,internal,5432,udp,high,bruteforce,21,157,26084,1,1
firewall,internal,21,tcp,medium,normal,2,448,2774,0,0
firewall,external,3389,tcp,low,normal,1,111,4279,0,0
ids,internal,53,tcp,low,normal,4,434,12144,0,0
firewall,internal,3306,tcp,low,normal,1,3,2929,0,0
firewall,external,3306,tcp,low,normal,1,86,1693,0,0
auth,external,21,tcp,low,normal,1,708,3780,0,1
firewall,external,25,tcp,high,malware,1,152,49077,0,1
cloud,external,8080,udp,high,malware,2,1136,267,0,1
ids,internal,5432,tcp,low,normal,2,46,2624,0,0
firewall,external,25,tcp,low,normal,2,378,1012,0,1
firewall,internal,53,tcp,medium,normal,2,95,11853,1,0
cloud,external,53,tcp,high,port_scan,1,400,4119,0,1
ids,internal,21,udp,low,normal,3,107,11278,1,0
firewall,external,22,tcp,low,normal,2,787,11297,0,1
cloud,external,25,tcp,low,normal,4,86,6418,1,1
ids,internal,3306,udp,high,malware,2,107,50745,0,1
cloud,external,8080,tcp,low,normal,3,71,1127,0,0
ids,external,3306,tcp,medium,normal,2,621,2077,1,0
auth,external,5432,tcp,high,bruteforce,36,66,5362,1,1
cloud,internal,80,tcp,low,normal,2,506,914,0,0
auth,internal,80,tcp,high,normal,1,664,10038,0,1
firewall,internal,8080,tcp,medium,normal,3,20,3278,0,0
ids,internal,80,tcp,medium,normal,1,784,3438,1,0
cloud,internal,53,udp,high,normal,2,419,2913,0,1
firewall,external,3306,tcp,low,normal,1,58,2752,1,0
ids,internal,22,tcp,high,bruteforce,33,389,2497,1,1
auth,external,443,tcp,low,normal,1,964,3532,0,1
firewall,internal,23,tcp,high,port_scan,5,619,1439,0,1
ids,internal,443,tcp,low,normal,2,233,5313,0,0
ids,internal,5432,udp,medium,bruteforce,21,183,6584,0,1
ids,external,8080,tcp,medium,normal,5,87,7864,0,0
firewall,external,443,tcp,medium,port_scan,3,696,2979,1,1
auth,internal,443,tcp,high,port_scan,2,403,9913,0,1
firewall,internal,53,udp,low,normal,6,70,4057,1,0
cloud,internal,3389,tcp,low,normal,2,206,11658,0,0
cloud,external,80,udp,high,port_scan,5,153,5253,0,1
auth,external,21,tcp,low,normal,2,232,275,1,1
ids,external,3389,tcp,low,normal,0,55,12828,0,0
auth,internal,443,tcp,high,malware,0,149,32874,0,1
firewall,internal,25,tcp,high,bruteforce,31,105,2040,0,1
firewall,internal,21,tcp,high,malware,1,78,36183,1,1
auth,internal,22,tcp,high,normal,2,608,19953,0,1
firewall,internal,21,tcp,low,normal,3,76,7416,0,0
cloud,internal,80,tcp,high,normal,2,265,7094,0,1
ids,internal,22,tcp,low,normal,3,765,6626,0,0
auth,internal,8080,tcp,low,normal,0,322,805,0,0
ids,internal,53,udp,high,malware,6,417,6927,0,1
cloud,internal,25,tcp,high,normal,2,139,3657,0,1
ids,external,5432,tcp,high,malware,1,546,1905,0,1
ids,external,21,tcp,low,normal,0,721,345,1,1
firewall,internal,22,tcp,high,normal,3,96,8856,0,1
firewall,external,8080,tcp,high,normal,0,128,8280,1,1
ids,external,3306,tcp,low,normal,5,242,5409,0,0
firewall,internal,25,tcp,medium,normal,3,123,10551,1,0
firewall,internal,25,udp,high,malware,2,290,5442,0,1
ids,external,3306,tcp,low,normal,3,302,4537,0,0
firewall,external,80,udp,medium,port_scan,0,252,8796,1,1
cloud,internal,3306,tcp,high,normal,0,65,7872,1,1
auth,internal,21,udp,low,normal,2,309,8130,0,0
auth,external,3389,tcp,low,normal,3,12,5083,0,0
auth,internal,8080,udp,low,normal,0,99,6256,1,0
firewall,external,53,tcp,medium,normal,3,295,17473,0,1
ids,internal,5432,tcp,medium,malware,2,375,6771,0,1
ids,external,53,tcp,low,normal,1,668,12643,1,1
cloud,internal,21,tcp,high,malware,5,926,18816,0,1
cloud,internal,21,tcp,low,normal,1,183,4056,0,0
firewall,external,53,tcp,low,normal,2,245,619,0,1
ids,internal,53,udp,low,normal,3,453,8957,1,0
ids,internal,80,tcp,low,normal,4,411,2792,1,0
firewall,external,5432,tcp,medium,normal,1,34,5710,1,0
firewall,internal,5432,tcp,low,normal,7,265,270,1,0
ids,internal,5432,udp,high,bruteforce,20,26,4386,0,1
cloud,internal,3306,tcp,medium,normal,1,341,2480,0,0
firewall,external,80,udp,high,port_scan,5,427,4675,0,1
cloud,external,3389,tcp,low,normal,2,398,1210,1,0
auth,external,443,tcp,medium,normal,2,70,41,0,1
auth,internal,23,udp,high,port_scan,0,734,9583,0,1
auth,internal,80,tcp,low,normal,1,291,2864,0,0
auth,internal,53,tcp,low,normal,1,30,8379,0,0
auth,external,21,tcp,medium,normal,1,867,2974,0,1
auth,external,53,tcp,medium,malware,3,459,13221,1,1
firewall,external,21,tcp,high,port_scan,0,536,3156,0,1
cloud,external,22,udp,high,normal,3,15,6861,1,1
auth,internal,25,udp,low,normal,2,353,6519,1,0
auth,internal,21,tcp,high,port_scan,3,35,11226,0,1
cloud,external,3389,tcp,high,normal,4,113,10446,1,1
ids,internal,25,tcp,low,normal,1,1061,4302,1,0
ids,internal,53,tcp,high,port_scan,1,267,3950,0,1
firewall,external,22,tcp,low,normal,0,58,727,0,1
firewall,internal,22,tcp,high,port_scan,1,497,3845,1,1
cloud,internal,5432,tcp,low,normal,1,1163,4507,0,0
firewall,internal,25,tcp,low,normal,2,522,588,0,0
firewall,external,3389,udp,low,normal,3,448,3536,0,0
firewall,internal,23,tcp,high,port_scan,2,591,5040,0,1
ids,external,80,tcp,medium,bruteforce,37,559,674,0,1
auth,internal,8080,udp,high,normal,1,415,14135,1,1
cloud,external,8080,tcp,medium,bruteforce,34,719,1487,1,1
ids,internal,53,tcp,high,malware,5,96,26346,1,1
firewall,external,80,tcp,high,port_scan,1,108,4689,0,1
firewall,internal,443,tcp,low,normal,5,171,2224,0,0
ids,external,22,tcp,high,normal,2,175,5784,0,1
ids,external,5432,tcp,low,normal,1,86,8932,1,0
cloud,internal,5432,tcp,low,normal,3,194,26,1,0
firewall,internal,3306,tcp,medium,normal,1,152,3175,0,0
ids,internal,80,tcp,high,malware,0,1256,12297,0,1
ids,external,8080,tcp,low,normal,4,277,4582,0,0
auth,internal,5432,tcp,high,normal,3,269,2653,0,1
auth,internal,5432,tcp,low,normal,1,302,79,1,0
auth,external,22,udp,medium,bruteforce,22,465,4334,1,1
ids,external,53,tcp,medium,normal,1,133,9337,0,1
cloud,internal,23,tcp,high,port_scan,3,405,10098,0,1
firewall,internal,21,tcp,medium,normal,2,87,836,1,0
firewall,internal,21,tcp,high,normal,1,1148,3752,1,1
firewall,internal,21,tcp,high,bruteforce,30,106,2326,0,1
firewall,internal,8080,udp,high,bruteforce,14,451,10713,1,1
cloud,external,443,tcp,medium,normal,1,116,611,0,1
cloud,internal,3306,tcp,high,bruteforce,36,16,1826,0,1
firewall,internal,25,tcp,medium,port_scan,0,194,1265,0,1
cloud,internal,22,tcp,low,normal,2,311,793,0,0
auth,external,8080,udp,low,normal,2,7,993,0,0
cloud,internal,5432,tcp,medium,bruteforce,23,525,14331,1,1
ids,external,25,tcp,low,normal,4,611,9116,0,1
firewall,internal,25,tcp,high,malware,2,284,8919,1,1
ids,internal,8080,udp,low,normal,2,137,3373,0,0
cloud,external,80,tcp,high,normal,5,6,2574,0,1
ids,internal,8080,tcp,low,normal,1,318,1997,1,0
firewall,external,21,tcp,medium,bruteforce,14,393,5092,0,1
firewall,external,5432,udp,high,bruteforce,40,79,5154,1,1
firewall,internal,3306,tcp,high,malware,3,486,36,0,1
auth,external,21,udp,medium,bruteforce,15,58,3089,1,1
cloud,external,3306,tcp,low,normal,1,100,12712,0,0
auth,external,5432,tcp,high,bruteforce,26,20,7343,0,1
cloud,internal,443,tcp,low,normal,6,114,566,1,0
ids,internal,80,udp,medium,malware,3,432,1104,1,1
firewall,internal,3389,tcp,medium,bruteforce,13,421,206,1,1
firewall,external,3389,tcp,low,normal,2,569,8517,0,0
ids,internal,53,tcp,high,bruteforce,15,1160,13069,1,1
firewall,internal,3389,tcp,medium,normal,2,226,1356,1,0
auth,internal,25,tcp,low,normal,1,165,4380,1,0
firewall,external,25,tcp,low,normal,1,253,8453,1,1
auth,internal,3389,tcp,high,normal,1,183,14967,0,1
firewall,internal,22,tcp,low,normal,0,11,5949,0,0
ids,external,8080,tcp,low,normal,4,17,2591,0,0
ids,internal,21,tcp,low,normal,1,135,3227,0,0
firewall,internal,22,tcp,high,bruteforce,23,88,1976,0,1
ids,internal,443,tcp,high,normal,2,283,1603,0,1
ids,internal,53,tcp,medium,bruteforce,26,339,4224,0,1
firewall,internal,3389,udp,low,normal,1,357,1987,0,0
firewall,internal,25,tcp,low,normal,3,218,388,1,0
firewall,internal,21,tcp,medium,normal,2,772,2632,1,0
auth,external,53,tcp,medium,malware,2,215,41253,1,1
auth,internal,53,tcp,low,normal,2,599,888,0,0
firewall,internal,53,tcp,low,normal,1,375,2844,1,0
auth,internal,25,udp,high,bruteforce,21,10,19945,0,1
auth,internal,3389,tcp,medium,normal,1,529,9621,0,0
auth,external,23,udp,medium,port_scan,2,291,533,1,1
firewall,internal,53,tcp,high,malware,2,487,10554,0,1
ids,internal,80,tcp,medium,normal,0,219,4892,1,0
auth,external,3389,udp,low,normal,0,374,1582,0,0
firewall,external,53,tcp,low,normal,3,554,521,0,1
cloud,external,5432,udp,medium,normal,1,573,4484,0,0
cloud,external,80,tcp,high,normal,3,70,773,0,1
firewall,internal,443,tcp,high,normal,4,675,851,0,1
ids,external,443,tcp,medium,bruteforce,26,213,6067,0,1
ids,external,3389,tcp,high,normal,2,812,2973,1,1
firewall,internal,22,tcp,medium,port_scan,2,85,331,1,1
firewall,external,25,tcp,medium,bruteforce,40,487,4483,1,1
ids,internal,8080,udp,low,normal,0,134,8623,0,0
firewall,external,80,tcp,low,normal,1,483,16284,0,1
ids,internal,22,tcp,high,normal,1,350,3855,0,1
cloud,internal,53,tcp,low,normal,3,15,1358,0,0
ids,internal,53,tcp,low,normal,2,33,4005,0,0
cloud,internal,8080,tcp,low,normal,1,81,13880,0,0
cloud,internal,80,tcp,high,port_scan,0,72,681,0,1
firewall,internal,3306,tcp,low,normal,2,331,2052,0,0
auth,external,25,tcp,medium,normal,2,149,834,0,1
firewall,external,5432,tcp,medium,malware,1,599,2607,0,1
auth,internal,22,tcp,low,normal,1,251,9558,0,0
firewall,external,8080,tcp,low,normal,2,297,4065,0,0
firewall,internal,3306,tcp,medium,normal,2,55,12010,0,0
firewall,external,22,tcp,high,port_scan,3,25,1436,0,1
firewall,internal,80,tcp,high,bruteforce,19,58,3015,0,1
firewall,external,53,udp,low,normal,2,111,8937,0,1
ids,external,53,tcp,high,bruteforce,26,47,10507,0,1
firewall,internal,53,tcp,high,port_scan,4,16,11093,0,1
ids,internal,5432,tcp,high,bruteforce,41,101,9892,0,1
ids,external,53,tcp,low,normal,0,92,12976,0,1
ids,external,80,tcp,medium,port_scan,2,607,14670,0,1
ids,internal,3389,tcp,high,bruteforce,21,547,2659,0,1
ids,internal,443,tcp,medium,normal,5,486,8885,1,0
cloud,external,3306,udp,low,normal,3,489,1287,0,0
ids,external,21,tcp,low,normal,4,189,1493,0,1
auth,internal,53,udp,medium,normal,2,331,3672,0,0
ids,external,3306,tcp,low,normal,3,150,2654,1,0
cloud,internal,8080,tcp,low,normal,2,94,698,0,0
firewall,external,22,tcp,low,normal,1,74,3196,0,1
firewall,external,3306,tcp,low,normal,5,662,668,0,0
firewall,internal,5432,tcp,low,normal,0,300,12457,1,0
firewall,internal,21,tcp,low,normal,0,549,11224,1,0
